content_id,baseline_score,action_label,reason_code
content_fc43dc8aef14,53.6,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d6a24dfed965,53.5,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_41c999d507df,53.35,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_2c961b83d6a5,53.25,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d015eb800625,53.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f17bbee2cfb9,53.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_6ebb6f3b39ef,52.900000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_3094263ab1b5,52.75,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_55943ca3ec1e,52.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_5be6e62e52ef,52.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_05c60d0e3a6a,52.050000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_65c03925e49f,52.050000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_a37ce8ddc090,51.95,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f61174847f60,51.900000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_135be02ebd8f,51.85,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_141690bd0376,51.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_538cc476313c,51.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_d4b3654d7544,51.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_b98d926a6a3d,51.650000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_8d387d58f71f,51.6,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e958c85111fd,51.6,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_76c23df68968,51.150000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_eec532e0824c,51.150000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_8fc531af6821,50.900000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_f630037749d0,50.800000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_7f6bc8a99e30,50.7,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_318e52eb40cf,50.6,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_65cd1264927a,50.45,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_037242b3365b,50.400000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_e193494bafc7,50.300000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_78048c2728d1,50.2,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_617cfde73274,50.150000000000006,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
content_6dd1153d206b,50.050000000000004,REVIEW_FOR_REFRESH,HIGH_VOL_LOW_CTR_PAGE_1
